playlist_idx,hybrid_recommendations
19244,"[251849, 121753, 181349, 151180, 27407, 206765, 208248, 122853, 52357, 188391, 128223, 219580, 94251, 237293, 84350, 233897, 219637, 224428, 216540, 50040, 129898, 148728, 157693, 241312, 35237, 11830, 105644, 58141, 208452, 36527, 184785, 232845, 26657, 115704, 35332, 33882, 196408, 83674, 83411, 172218, 147304, 130606, 76387, 11865, 212881, 142102, 170876, 168341, 233951, 178318]"
19251,"[202106, 26659, 6765, 181596, 249785, 102026, 86424, 104413, 103098, 152463, 116049, 45282, 245418, 250306, 242974, 203557, 231840, 102584, 17649, 245858, 168606, 57996, 6666, 68844, 235367, 121753, 48557, 110859, 251276, 90523, 56156, 167186, 37636, 118317, 20673, 201211, 86790, 63511, 104659, 115454, 181640, 217965, 47445, 72522, 216374, 16769, 10765, 221079, 229720, 54047]"
19252,"[86790, 235367, 237495, 58505, 84826, 16769, 53497, 7627, 143123, 210354, 153789, 86135, 140314, 68163, 131429, 65433, 156348, 216252, 166690, 62064, 14975, 190816, 209437, 49453, 40301, 5894, 215457, 151584, 77655, 191177, 234425, 68844, 19825, 72522, 102443, 8445, 63084, 241787, 193787, 122751, 130724, 16252, 45282, 184979, 232281, 39290, 121813, 30051, 70529, 156298]"
19256,"[64550, 86790, 235367, 129996, 216374, 53497, 90973, 68163, 131429, 116049, 82682, 166690, 54047, 16769, 49453, 84826, 237495, 5894, 203557, 62757, 140314, 153789, 7627, 16252, 216252, 203253, 191177, 219734, 77655, 158927, 65433, 149917, 44331, 126204, 70529, 143123, 130724, 210354, 193787, 190816, 60803, 72522, 122751, 74662, 14075, 156348, 68844, 184979, 207513, 14975]"
19257,"[172218, 191313, 1287, 34319, 249870, 143755, 219637, 244627, 216260, 177435, 140469, 163571, 79687, 164042, 57996, 229551, 174692, 212881, 168972, 161772, 115704, 29246, 113368, 32244, 196631, 121753, 225940, 24004, 84309, 51805, 47657, 219221, 33445, 237978, 153712, 22005, 89133, 56073, 154321, 149710, 247820, 243916, 35237, 165398, 232829, 183688, 50040, 61398, 202567, 236401]"
19266,"[246081, 135471, 38245, 130032, 115065, 19814, 76387, 4645, 10137, 192049, 97130, 218685, 87043, 108071, 169451, 459, 97330, 131439, 176751, 206871, 31007, 231254, 66741, 131254, 161162, 84350, 241625, 86863, 190925, 54114, 157693, 227614, 105644, 231587, 156321, 36852, 193010, 2864, 196134, 74117, 51257, 232845, 241834, 48369, 135397, 151359, 230872, 168149, 216562, 94603]"
19280,"[237495, 221079, 237415, 30051, 203557, 219734, 143123, 53497, 65433, 191316, 190816, 104413, 54047, 50047, 215457, 8445, 27071, 75949, 174543, 64021, 45282, 58505, 157873, 180819, 203253, 130094, 242528, 191177, 218755, 241787, 131429, 234471, 86135, 90724, 236977, 208529, 166690, 209437, 158927, 179215, 250666, 250946, 35237, 68163, 180201, 32765, 90768, 99868, 139096, 121753]"
19284,"[212881, 115704, 172218, 35659, 232829, 50040, 219637, 202567, 56073, 130606, 85574, 131992, 178754, 243676, 113242, 109155, 14306, 232953, 220747, 34319, 113137, 250210, 123985, 180091, 174467, 188065, 62935, 251617, 77604, 14025, 64204, 160935, 249070, 184018, 229551, 235251, 35486, 47219, 219293, 94251, 237978, 143755, 111610, 174698, 31550, 68815, 6200, 228386, 121523, 217594]"
19288,"[237495, 250306, 216374, 235367, 103098, 191177, 203557, 16769, 221079, 195884, 14975, 140314, 143123, 86790, 130724, 54047, 237415, 30051, 153789, 64550, 229720, 207513, 203253, 184725, 251689, 219734, 191316, 70529, 121753, 104413, 124094, 5894, 151584, 204273, 242528, 124237, 84826, 99481, 130094, 6089, 205833, 110859, 155439, 190816, 149636, 53497, 27071, 209437, 216240, 36171]"
19290,"[38245, 130032, 76387, 135948, 82207, 135397, 206400, 54114, 46380, 77657, 7580, 132684, 246081, 177055, 192049, 10137, 135471, 168149, 221506, 136468, 905, 178920, 3884, 241834, 131439, 168507, 190925, 173821, 186858, 171412, 161162, 106318, 105644, 148390, 129898, 241625, 227614, 155604, 206871, 232845, 36852, 108071, 214455, 93988, 158749, 48091, 73950, 243721, 75920, 127062]"
19292,"[86790, 53497, 221079, 50047, 216374, 87793, 54047, 203557, 68844, 16769, 237495, 116049, 74662, 86135, 16252, 103098, 166690, 14975, 58505, 129996, 237415, 84826, 143123, 191177, 68163, 90973, 210354, 203253, 49453, 7627, 126542, 230184, 218755, 5894, 219734, 149917, 72522, 240000, 82682, 143095, 139096, 130724, 65433, 180201, 216252, 182651, 234471, 62757, 70529, 190816]"
19318,"[237495, 40301, 30051, 240000, 209437, 116049, 86790, 235367, 84826, 64550, 54047, 14975, 16769, 216374, 72522, 221079, 194878, 237415, 131216, 155439, 53497, 250306, 191177, 115697, 85025, 152574, 250666, 29626, 8445, 29920, 219531, 12262, 104413, 207513, 124237, 249109, 180201, 48708, 251689, 241787, 5894, 121753, 19825, 103098, 158927, 161346, 184725, 118618, 58505, 215844]"
19323,"[33882, 224606, 36372, 11188, 232729, 142306, 206931, 231436, 14281, 2180, 90560, 93098, 249109, 226723, 29032, 201377, 251311, 80649, 158157, 64021, 156346, 61073, 207761, 118317, 205239, 82561, 83912, 194274, 20673, 248435, 35232, 124337, 103823, 245651, 203253, 208873, 2083, 41929, 219478, 168606, 33309, 151316, 58073, 81718, 133076, 146458, 134266, 198641, 219734, 116049]"
19324,"[250306, 245084, 203557, 250666, 29626, 237495, 216374, 64550, 106017, 221079, 50047, 249785, 235367, 191316, 12262, 116049, 40301, 86135, 6765, 215844, 143059, 129996, 195884, 251689, 136880, 184725, 36171, 137396, 74256, 75949, 209437, 72522, 57996, 37717, 86790, 165827, 151785, 63084, 153789, 229720, 176926, 207513, 120485, 66146, 146644, 122336, 237415, 175743, 96494, 32258]"
19327,"[149636, 124094, 63263, 33882, 251849, 27407, 13475, 35237, 2125, 118618, 45495, 114167, 233897, 210921, 190008, 209750, 207513, 9092, 249785, 248699, 20809, 219965, 170409, 211000, 178557, 12771, 107705, 233480, 73955, 47954, 121753, 216540, 193035, 242528, 98873, 249870, 242974, 63352, 152463, 4748, 83674, 237650, 65873, 176912, 225852, 251311, 67273, 36032, 32876, 218205]"
19328,"[74662, 16252, 250306, 86790, 53497, 129996, 86135, 232281, 64550, 241787, 98894, 216374, 221079, 143123, 166690, 49453, 237495, 190899, 50047, 249595, 55709, 58505, 116049, 238388, 203557, 149427, 16769, 77655, 245084, 126204, 128173, 148560, 44331, 139096, 90973, 83741, 54047, 7627, 73693, 234471, 163414, 5894, 149917, 184979, 14975, 68844, 114200, 230184, 106017, 153789]"
19339,"[94251, 73807, 218307, 122853, 181839, 125282, 53989, 6666, 123705, 83460, 157887, 120481, 187591, 250210, 172211, 208658, 181349, 35659, 235251, 134143, 182466, 232829, 132812, 165858, 43211, 151180, 150019, 9975, 248058, 213691, 232710, 50524, 51549, 118100, 227576, 217339, 117652, 56322, 29052, 104659, 83411, 189533, 247450, 123985, 220747, 226515, 20607, 206931, 76913, 31550]"
19344,"[10765, 104413, 124094, 48207, 84309, 242974, 13475, 180201, 20673, 201211, 102026, 237495, 233897, 202106, 109660, 131355, 122336, 103098, 33882, 149636, 63263, 27407, 45282, 180819, 207513, 152463, 247450, 4748, 225936, 191313, 170436, 68141, 251849, 191177, 201377, 118317, 116049, 110859, 118618, 72522, 215457, 16769, 67273, 248699, 63352, 249870, 45959, 102584, 211409, 211123]"
19353,"[53497, 216374, 16769, 237495, 143123, 116049, 140314, 166690, 219734, 218755, 203557, 84826, 62064, 90973, 65433, 82682, 103098, 99868, 139096, 60803, 72522, 87793, 190816, 143095, 210354, 14975, 62757, 6089, 241787, 149917, 234471, 30051, 164641, 251689, 191426, 130724, 232281, 63084, 193787, 191177, 27071, 102443, 215457, 195884, 3065, 156348, 214450, 46586, 191316, 8445]"
19369,"[130036, 90867, 219346, 194684, 52260, 116130, 153713, 195264, 153229, 80941, 21385, 145123, 140583, 143193, 77127, 92376, 184315, 166805, 211056, 220179, 22529, 24453, 251806, 59304, 194834, 65001, 129764, 125516, 156338, 24125, 238621, 114247, 225150, 188717, 130626, 124310, 114788, 23243, 159996, 54416, 6442, 31885, 697, 160121, 54230, 107828, 174156, 121077, 56322, 147439]"
19386,"[249785, 12771, 110461, 20673, 57572, 34052, 24902, 102584, 245858, 203517, 33882, 217965, 125467, 165917, 45282, 77745, 228264, 142306, 73829, 118317, 249109, 167186, 12634, 2180, 242974, 114167, 89797, 118409, 231436, 93098, 206931, 119775, 64550, 114393, 21984, 93035, 63511, 29032, 168606, 42132, 169595, 207166, 18997, 36785, 68163, 208658, 7627, 224606, 9655, 181767]"
19391,"[221079, 14975, 237495, 235367, 159681, 16769, 184725, 216374, 216240, 72522, 116049, 30051, 70529, 219734, 179215, 191316, 157873, 76572, 17731, 75949, 86790, 27071, 63084, 174543, 153789, 131216, 68922, 208529, 182505, 53497, 65433, 250306, 48553, 203557, 215457, 68844, 99481, 234425, 113948, 151584, 104413, 64550, 30824, 130094, 250946, 209260, 221728, 120390, 8445, 89370]"
19398,"[99481, 203557, 116049, 235367, 16769, 35237, 103098, 14975, 216374, 250306, 30051, 210354, 191177, 184725, 86790, 143123, 40301, 221079, 250666, 29920, 251689, 219734, 140314, 215457, 190816, 65433, 53497, 249109, 58505, 72522, 36171, 153789, 64550, 169595, 168606, 68922, 63263, 33309, 180201, 54047, 187276, 237415, 180819, 68844, 216252, 131216, 159681, 234425, 149636, 143059]"
19400,"[250306, 86790, 153789, 221079, 68163, 235367, 64550, 54047, 86135, 129996, 143123, 60803, 149917, 237415, 49453, 203253, 90973, 116049, 218755, 219734, 68844, 230184, 143095, 216374, 203557, 19825, 53497, 58505, 87793, 16769, 103098, 7627, 110859, 104413, 74662, 237495, 229720, 14975, 84826, 62064, 16252, 180201, 27071, 205833, 102705, 77655, 124237, 232281, 121813, 82682]"
19403,"[237495, 203557, 251689, 191316, 72522, 116049, 66146, 237415, 174543, 140314, 204273, 195884, 65300, 87387, 99481, 85025, 14975, 40301, 235367, 16769, 120485, 25252, 128945, 250666, 29626, 244723, 64696, 140167, 32765, 187276, 209260, 136880, 64021, 221079, 75949, 130724, 12262, 215844, 90768, 216374, 250245, 38648, 191177, 241787, 219379, 109817, 179215, 17976, 172983, 148728]"
19407,"[76387, 135471, 130032, 168341, 97330, 206871, 84350, 31007, 231254, 135948, 87043, 241625, 241834, 175642, 46380, 246081, 136468, 218685, 135397, 75920, 66741, 3884, 173821, 11865, 192049, 161162, 73995, 169451, 233951, 129035, 109033, 151359, 27560, 230872, 54114, 97130, 82207, 77657, 23360, 178920, 79611, 30099, 208864, 193010, 155540, 108569, 71175, 168149, 132684, 219826]"
19409,"[86790, 16252, 64550, 166690, 241787, 235367, 250306, 153789, 58505, 221079, 129996, 143123, 68844, 54047, 50047, 203557, 84826, 62064, 216374, 149427, 116049, 218755, 249595, 103098, 216252, 210354, 16769, 98894, 237495, 7627, 5894, 90973, 128173, 219734, 19825, 86135, 204678, 163414, 55709, 186464, 122751, 52495, 237415, 148560, 62757, 149917, 189386, 68163, 204173, 8445]"
19411,"[115704, 61398, 35659, 232829, 85574, 202567, 172218, 220747, 50040, 251617, 178754, 219637, 208248, 56073, 243676, 130606, 94251, 250210, 131992, 123985, 181016, 235251, 232953, 188065, 113242, 109155, 77604, 249070, 219293, 14306, 122853, 113137, 184018, 31550, 64204, 228386, 181349, 174467, 56457, 187591, 14025, 123705, 34319, 224295, 180091, 35237, 73807, 164042, 213691, 160935]"
19414,"[207513, 251849, 206765, 121753, 209437, 241312, 250666, 66146, 242528, 220883, 203557, 83674, 29920, 232281, 118618, 53696, 250306, 92210, 29626, 74256, 216374, 52357, 237809, 24170, 216001, 233897, 249109, 152574, 208452, 237495, 143059, 144118, 35237, 3689, 106017, 37657, 219531, 180201, 142102, 155439, 236961, 203140, 120485, 58505, 98873, 86135, 77194, 193787, 131139, 36171]"
19416,"[76387, 38245, 135948, 46380, 53442, 84350, 129186, 3884, 218685, 136468, 206400, 246081, 241625, 75920, 169451, 230872, 87043, 208864, 131439, 173821, 176401, 31007, 132684, 23360, 116526, 155540, 60047, 131254, 177055, 66741, 106318, 233951, 219580, 219826, 109033, 67401, 52361, 148753, 94603, 79611, 186858, 7580, 78755, 115065, 14106, 51257, 192049, 185380, 216562, 242155]"
19419,"[94251, 115704, 251617, 35659, 232829, 85574, 250210, 208248, 220747, 202567, 73807, 187591, 8706, 218307, 219637, 181349, 123705, 178754, 224295, 123985, 157887, 246233, 172218, 48713, 235251, 151180, 77604, 116522, 50040, 113242, 130606, 131992, 56073, 30287, 181839, 162121, 144388, 31550, 53989, 125282, 184018, 188065, 56457, 117652, 219293, 213691, 109155, 76812, 232953, 249070]"
19432,"[208248, 237495, 249109, 242528, 72522, 250306, 121753, 203557, 35237, 104413, 103098, 216374, 235367, 6666, 24004, 102026, 45282, 48557, 29052, 191177, 119775, 6765, 24902, 68844, 122336, 202106, 215457, 208658, 223774, 86790, 249785, 60993, 242974, 203253, 180201, 174692, 86135, 152463, 86424, 234647, 184725, 92846, 169595, 245858, 17649, 237415, 57996, 64550, 16769, 84826]"
19435,"[121753, 251849, 33882, 181349, 188391, 206765, 27407, 92210, 122853, 83674, 80649, 151180, 128223, 237293, 52357, 191177, 50040, 247450, 148282, 63477, 216540, 178318, 241312, 132243, 242528, 47954, 35332, 182371, 1623, 10765, 36527, 148728, 245084, 86861, 11830, 243633, 113516, 208452, 3759, 229093, 187591, 178741, 112899, 195573, 32118, 203914, 208511, 66543, 81308, 126452]"
19440,"[93035, 219594, 111332, 113794, 102641, 170027, 201531, 85382, 28632, 212382, 201437, 237495, 173916, 65195, 171756, 199099, 126298, 66497, 98775, 166174, 81682, 235367, 184592, 140314, 160881, 57666, 244738, 156940, 38921, 194093, 155865, 103348, 232521, 104413, 55719, 79967, 123921, 27071, 185058, 221079, 14975, 238418, 237415, 116049, 161786, 26145, 38276, 224847, 10409, 39326]"
19445,"[86790, 235367, 86135, 221079, 237495, 116049, 53497, 216374, 218755, 35237, 129996, 90973, 153789, 49453, 203557, 207513, 68844, 104413, 249785, 193787, 84826, 166690, 210354, 122751, 7627, 230184, 245084, 237415, 242528, 143123, 219734, 19825, 3065, 182651, 16769, 232281, 209437, 143095, 14975, 45282, 44387, 115454, 16252, 60803, 72522, 74662, 215457, 181640, 62757, 5894]"
19448,"[245418, 225394, 32793, 134300, 1870, 215498, 149792, 226684, 196135, 247083, 50124, 126330, 145634, 85508, 13191, 80496, 83087, 128399, 212784, 30534, 106804, 64166, 249916, 2933, 53316, 168210, 26840, 170831, 144575, 251981, 181133, 186446, 190572, 92506, 142031, 31652, 199180, 31570, 154977, 23217, 168405, 152458, 33745, 201765, 47920, 97551, 212486, 139725, 179198, 116591]"
19452,"[76387, 130032, 129035, 208864, 132684, 148753, 77657, 176401, 54114, 82207, 177055, 135471, 246081, 27560, 206400, 192049, 155540, 241834, 186858, 106318, 136468, 178920, 241625, 173821, 168149, 3884, 79611, 10137, 11865, 206871, 193941, 161162, 105644, 168507, 55292, 23360, 190925, 31007, 238860, 214455, 73950, 131439, 147641, 23543, 178035, 84350, 157693, 53442, 227614, 75920]"
19456,"[76387, 38245, 130032, 129035, 97330, 135471, 237495, 129186, 116049, 176401, 46380, 251689, 3884, 140314, 189533, 206871, 206400, 53442, 117652, 83411, 168341, 66741, 241834, 7580, 190925, 122597, 208864, 193010, 133974, 235367, 131439, 232845, 84350, 132684, 219734, 77657, 246081, 136468, 76812, 178920, 184725, 148753, 84281, 169451, 23360, 104413, 157693, 14975, 241625, 11865]"
19465,"[203557, 140314, 50047, 103098, 14975, 216252, 166690, 5894, 190816, 68844, 131429, 65433, 203253, 241787, 151584, 68163, 218755, 27071, 60803, 87793, 86135, 129996, 82682, 8445, 215457, 3065, 204678, 139096, 184725, 130094, 49453, 30051, 16252, 90973, 195884, 99481, 62064, 251689, 164641, 209437, 40301, 229720, 191316, 207513, 121753, 62757, 63084, 205833, 234425, 149530]"
19466,"[203557, 221079, 14975, 54047, 237415, 64550, 250306, 184725, 53497, 219734, 27071, 216240, 216252, 30051, 191177, 130094, 99481, 60803, 103098, 65433, 104413, 215457, 195884, 5894, 70529, 50047, 7627, 68844, 203253, 151584, 58505, 210354, 129996, 234471, 190816, 74662, 153789, 121753, 68922, 242528, 180201, 16252, 230184, 139096, 240000, 218755, 193787, 49453, 234425, 131216]"
19473,"[216374, 103098, 16769, 86135, 237415, 203253, 62064, 153789, 49453, 230184, 210354, 68163, 131429, 143123, 16252, 191177, 62757, 219734, 65143, 14975, 96809, 5894, 74662, 65433, 40301, 216252, 46586, 19825, 190816, 242528, 251689, 24902, 27071, 241787, 209437, 232281, 180201, 102443, 130724, 38018, 143095, 182651, 151584, 70529, 193787, 184725, 63924, 102705, 8445, 4153]"
19474,"[221079, 14975, 153789, 140314, 216374, 16769, 86790, 237495, 219734, 250306, 143123, 230184, 53497, 64550, 50047, 190816, 54047, 47611, 159681, 116049, 195884, 68922, 65433, 27071, 203557, 58505, 151584, 184725, 72522, 191316, 8445, 5894, 68844, 234425, 84826, 250946, 76572, 30051, 235367, 251689, 63084, 70529, 216240, 134758, 157873, 146644, 210354, 75949, 131216, 37717]"
19475,"[172067, 44776, 157945, 234733, 229846, 83989, 243272, 11223, 23200, 45269, 82246, 199117, 114581, 131295, 92114, 119095, 6543, 92651, 36594, 5033, 133677, 139251, 199494, 47889, 100737, 17658, 135607, 178701, 221619, 87867, 14800, 216570, 25252, 243739, 92042, 228347, 199484, 48557, 193641, 32380, 33645, 4355, 246107, 177741, 51370, 80447, 135131, 42813, 215581, 186024]"
19485,"[180201, 103098, 235367, 104413, 86790, 116049, 191177, 45282, 26659, 249109, 237495, 119775, 50047, 68844, 216374, 207513, 54047, 57572, 16769, 53497, 237415, 153789, 217965, 203557, 167186, 20673, 229720, 202106, 58505, 118317, 181596, 168606, 92846, 208248, 67273, 110461, 169595, 242974, 84826, 86135, 57996, 97864, 68163, 184725, 6765, 73829, 143123, 14975, 218755, 140314]"
19493,"[245418, 20673, 168606, 242974, 201211, 152463, 104413, 247450, 29246, 231840, 208658, 191177, 60993, 45282, 48557, 228264, 57996, 29052, 207476, 63511, 102584, 104659, 26659, 174692, 10765, 35237, 86424, 234647, 90523, 17649, 237495, 63352, 225936, 6666, 180201, 103098, 251981, 19378, 119775, 113368, 208248, 249785, 245858, 110859, 198641, 2180, 225394, 12634, 221079, 218728]"
19499,"[121753, 180201, 33882, 249109, 242528, 67273, 72522, 191177, 203253, 237495, 149636, 235367, 224606, 118618, 116049, 128223, 124237, 2180, 233897, 251849, 85947, 82561, 215457, 148576, 58073, 247450, 181349, 239354, 209750, 208248, 207513, 203526, 64021, 48708, 250306, 181640, 61260, 251689, 194878, 80649, 90560, 237650, 36527, 250666, 24902, 30051, 155439, 219531, 102026, 53696]"
19500,"[234725, 11188, 49778, 211245, 20673, 115454, 245039, 250027, 72522, 25211, 213022, 194867, 18843, 249785, 24902, 204814, 156346, 207513, 189473, 49271, 117654, 126002, 189505, 5293, 8780, 249395, 125888, 54790, 25138, 247997, 73320, 27071, 61398, 93035, 39101, 237528, 257, 96114, 86847, 240724, 27401, 201668, 92114, 9174, 113258, 83647, 140881, 180333, 130646, 27189]"
19509,"[76387, 130032, 38245, 135471, 168341, 84350, 232845, 53442, 157693, 58141, 206871, 31007, 11865, 241625, 87043, 135948, 129035, 161162, 218685, 233951, 73995, 66741, 23360, 46380, 60047, 54114, 169451, 208864, 136468, 230872, 246081, 173821, 178920, 109033, 177055, 151359, 186858, 193010, 79611, 175642, 196408, 170876, 77657, 108569, 192049, 129186, 155540, 185380, 30659, 82207]"
19512,"[237495, 235367, 116049, 86790, 250306, 143123, 219734, 30051, 84826, 50047, 153789, 103098, 99481, 131216, 27071, 218755, 210354, 241787, 158927, 191177, 234471, 131429, 159681, 6089, 139096, 164641, 209437, 2000, 82682, 19825, 143095, 174543, 204273, 140167, 47611, 99868, 122751, 155439, 130724, 121753, 62064, 149530, 204678, 157873, 207513, 35237, 77655, 149917, 49453, 74662]"
19517,"[237495, 235367, 65433, 116049, 72522, 14975, 203557, 140314, 131216, 237415, 64550, 30051, 86790, 75949, 195884, 63084, 184725, 16769, 191316, 221079, 29626, 219734, 90768, 250666, 153789, 143123, 140167, 32765, 103098, 5894, 155439, 241787, 7627, 54047, 37668, 53497, 200727, 216240, 216252, 99481, 65300, 146644, 96494, 179215, 136880, 68922, 68844, 176926, 174543, 70529]"
